name)(location)(description)(airports)(link
Sydney Opera House)(Sydney, Australia)(One of the busiest art venues in the world)(SYD, CBR, NTL)(https://cdn.britannica.com/96/100196-050-C92064E0/Sydney-Opera-House-Port-Jackson.jpg
New York City)(New York, New York)(One of the busiest and most well known cities in the world, home to the New York Stock exchange)(https://www.travelandleisure.com/thmb/JWO4CNVDNSR-aLDBT93jVlHV1DQ=/1800x1200/filters:fill(auto,1)/new-york-city-evening-NYCTG0221-52492d6ccab44f328a1c89f41ac02aea.jpg
